epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6589208841323853,0.0010000000474974513,0.8261139988899231,0.7934191823005676,0.5268080830574036
1,0.8473328948020935,0.0010000000474974513,0.4212532341480255,0.814020037651062,0.4798135459423065
2,0.915573239326477,0.0010000000474974513,0.22093261778354645,0.8260371685028076,0.5469343662261963
3,0.9472103118896484,0.0010000000474974513,0.13422633707523346,0.8260371685028076,0.6028251051902771
4,0.9639484882354736,0.0010000000474974513,0.08543244004249573,0.8288984298706055,0.6301656365394592
5,0.9770079851150513,0.0005000000237487257,0.05321613699197769,0.8154506683349609,0.7288611531257629
6,0.9846106767654419,0.0005000000237487257,0.036403484642505646,0.8288984298706055,0.8026146292686462
